index,start_ms,end_ms,duration_ms
531,7554044.629,7554084.702,40.073
532,7554084.703,7554124.899,40.197
533,7554124.900,7554164.941,40.042
534,7554164.942,7554204.923,39.981
535,7554204.923,7554249.207,44.284
536,7554249.207,7554289.121,39.914
537,7554289.122,7554329.141,40.019
538,7554329.141,7554369.218,40.077
539,7554369.219,7554409.510,40.292
540,7554409.511,7554449.572,40.061
541,7554449.572,7554489.549,39.977
542,7554489.550,7554531.379,41.829
543,7554531.379,7554569.666,38.287
544,7554569.667,7554609.796,40.129
545,7554609.796,7554650.035,40.238
546,7554650.035,7554689.936,39.901
547,7554689.937,7554731.566,41.630
548,7554731.567,7554769.824,38.257
549,7554769.824,7554809.940,40.116
550,7554809.940,7554849.964,40.024
551,7554849.964,7554890.444,40.481
552,7554890.445,7554929.949,39.505
553,7554929.950,7554970.377,40.427
554,7554970.377,7555009.926,39.549
555,7555009.927,7555049.951,40.025
556,7555049.952,7555089.845,39.893
557,7555089.845,7555130.202,40.357
558,7555130.203,7555169.812,39.609
559,7555169.813,7555209.744,39.932
560,7555209.745,7555249.676,39.931
561,7555249.676,7555289.646,39.970
562,7555289.646,7555329.617,39.971
563,7555329.618,7555369.570,39.952
564,7555369.570,7555409.609,40.039
565,7555409.610,7555449.641,40.031
566,7555449.641,7555489.601,39.959
567,7555489.601,7555529.526,39.925
568,7555529.526,7555565.836,36.310
569,7555565.836,7555609.642,43.805
570,7555609.642,7555649.738,40.096
571,7555649.738,7555689.812,40.073
572,7555689.812,7555729.921,40.109
573,7555729.921,7555769.969,40.048
574,7555769.969,7555809.970,40.001
575,7555809.970,7555850.284,40.313
576,7555850.284,7555890.532,40.248
577,7555890.532,7555930.232,39.700
578,7555930.233,7555970.296,40.063
579,7555970.296,7556010.195,39.898
580,7556010.195,7556050.065,39.870
581,7556050.065,7556090.121,40.056
582,7556090.122,7556130.143,40.021
583,7556130.143,7556170.250,40.107
584,7556170.251,7556210.295,40.044
585,7556210.296,7556250.304,40.009
586,7556250.305,7556290.173,39.868
587,7556290.173,7556330.183,40.010
588,7556330.183,7556370.101,39.918
589,7556370.102,7556406.244,36.142
590,7556406.245,7556446.354,40.109
591,7556446.355,7556490.294,43.939
592,7556490.294,7556530.090,39.796
593,7556530.090,7556571.273,41.183
594,7556571.274,7556610.181,38.907
595,7556610.181,7556650.147,39.965
596,7556650.147,7556690.696,40.549
597,7556690.697,7556730.500,39.804
598,7556730.501,7556771.259,40.758
599,7556771.259,7556810.263,39.004
600,7556810.264,7556850.474,40.210
601,7556850.475,7556889.993,39.519
602,7556889.994,7556930.225,40.231
603,7556930.225,7556970.279,40.053
604,7556970.279,7557010.262,39.983
605,7557010.263,7557050.250,39.987
606,7557050.250,7557090.493,40.243
607,7557090.494,7557130.434,39.940
608,7557130.434,7557170.353,39.919
609,7557170.353,7557210.172,39.819
610,7557210.173,7557246.159,35.986
611,7557246.159,7557286.223,40.064
612,7557286.224,7557326.096,39.872
613,7557326.096,7557365.839,39.743
614,7557365.839,7557405.568,39.729
615,7557405.569,7557445.241,39.672
616,7557445.241,7557489.242,44.001
617,7557489.242,7557529.452,40.210
618,7557529.453,7557569.528,40.075
619,7557569.528,7557609.603,40.075
620,7557609.604,7557649.351,39.747
621,7557649.351,7557689.400,40.048
622,7557689.400,7557729.432,40.032
623,7557729.432,7557769.386,39.954
624,7557769.386,7557809.340,39.954
625,7557809.341,7557845.365,36.024
626,7557845.365,7557885.815,40.449
627,7557885.815,7557929.388,43.572
628,7557929.388,7557965.417,36.029
629,7557965.418,7558005.516,40.098
630,7558005.546,7558045.625,40.079
631,7558045.626,7558085.328,39.702
632,7558085.328,7558125.335,40.007
633,7558125.335,7558165.442,40.106
634,7558165.442,7558205.475,40.033
635,7558205.476,7558245.435,39.959
636,7558245.435,7558285.392,39.957
637,7558285.393,7558325.356,39.963
638,7558325.356,7558369.361,44.005
639,7558369.361,7558405.996,36.635
640,7558405.997,7558445.408,39.411
641,7558445.409,7558485.500,40.091
642,7558485.500,7558525.421,39.921
643,7558525.421,7558565.486,40.065
644,7558565.486,7558606.108,40.622
645,7558606.109,7558645.374,39.265
646,7558645.374,7558685.452,40.078
647,7558685.452,7558729.522,44.070
648,7558729.522,7558765.944,36.422
649,7558765.945,7558805.506,39.562
650,7558805.507,7558845.613,40.106
651,7558845.613,7558885.437,39.824
652,7558885.438,7558925.446,40.008
653,7558925.446,7558965.453,40.007
654,7558965.453,7559005.464,40.010
655,7559005.464,7559045.507,40.042
656,7559045.507,7559085.548,40.041
657,7559085.548,7559125.469,39.920
658,7559125.469,7559165.443,39.974
659,7559165.444,7559205.432,39.988
660,7559205.432,7559245.723,40.291
661,7559245.724,7559289.566,43.842
662,7559289.566,7559325.461,35.895
663,7559325.461,7559365.513,40.052
664,7559365.513,7559405.446,39.932
665,7559405.446,7559445.543,40.096
666,7559445.543,7559485.560,40.016
667,7559485.560,7559525.582,40.022
668,7559525.583,7559565.644,40.061
669,7559565.644,7559605.718,40.074
670,7559605.718,7559645.618,39.899
671,7559645.618,7559685.590,39.972
672,7559685.591,7559729.575,43.984
673,7559729.575,7559765.587,36.011
674,7559765.587,7559805.602,40.015
675,7559805.602,7559845.554,39.951
676,7559845.554,7559885.603,40.049
677,7559885.604,7559925.585,39.982
678,7559925.586,7559965.577,39.992
679,7559965.578,7560005.501,39.923
680,7560005.501,7560045.538,40.037
681,7560045.538,7560085.563,40.024
682,7560085.563,7560125.537,39.974
683,7560125.538,7560165.577,40.040
684,7560165.578,7560205.572,39.995
685,7560205.572,7560245.556,39.984
686,7560245.557,7560285.602,40.045
687,7560285.603,7560325.505,39.903
688,7560325.506,7560365.551,40.045
689,7560365.552,7560405.481,39.929
690,7560405.481,7560445.763,40.282
691,7560445.763,7560485.588,39.825
692,7560485.588,7560525.705,40.117
693,7560525.705,7560565.818,40.113
694,7560565.818,7560605.595,39.777
695,7560605.596,7560645.692,40.096
696,7560645.692,7560685.638,39.946
697,7560685.638,7560725.667,40.029
698,7560725.667,7560765.672,40.005
699,7560765.673,7560805.634,39.961
700,7560805.635,7560845.598,39.963
701,7560845.598,7560885.668,40.070
702,7560885.669,7560925.557,39.889
703,7560925.558,7560965.582,40.024
704,7560965.582,7561005.601,40.019
705,7561005.602,7561045.679,40.077
706,7561045.679,7561085.644,39.965
707,7561085.644,7561126.361,40.716
708,7561126.361,7561166.461,40.100
709,7561166.462,7561205.669,39.207
710,7561205.670,7561245.869,40.200
711,7561245.869,7561285.923,40.054
712,7561285.924,7561325.715,39.791
713,7561325.715,7561365.761,40.046
714,7561365.761,7561405.994,40.233
715,7561405.994,7561445.712,39.718
716,7561445.713,7561485.729,40.016
717,7561485.729,7561525.781,40.051
718,7561525.781,7561567.362,41.581
719,7561567.362,7561605.767,38.404
720,7561605.767,7561645.739,39.972
721,7561645.740,7561685.774,40.034
722,7561685.774,7561725.717,39.943
723,7561725.718,7561767.439,41.721
724,7561767.440,7561805.745,38.306
725,7561805.746,7561845.724,39.978
726,7561845.725,7561885.771,40.047
727,7561885.772,7561925.737,39.965
728,7561925.737,7561965.773,40.036
729,7561965.773,7562005.793,40.019
730,7562005.793,7562045.769,39.976
731,7562045.769,7562086.027,40.258
732,7562086.027,7562125.955,39.928
733,7562125.955,7562165.821,39.866
734,7562165.821,7562205.881,40.060
735,7562205.882,7562246.214,40.332
736,7562246.214,7562285.854,39.640
737,7562285.855,7562325.898,40.043
738,7562325.898,7562365.813,39.915
739,7562365.813,7562405.876,40.063
740,7562405.877,7562445.889,40.012
741,7562445.889,7562485.893,40.004
742,7562485.894,7562525.816,39.922
743,7562525.817,7562565.995,40.178
744,7562565.995,7562605.867,39.872
745,7562605.868,7562645.876,40.008
746,7562645.876,7562685.858,39.982
747,7562685.859,7562726.408,40.549
748,7562726.408,7562765.926,39.518
749,7562765.926,7562805.873,39.946
750,7562805.874,7562845.863,39.990
751,7562845.864,7562885.866,40.002
752,7562885.867,7562925.916,40.049
753,7562925.916,7562966.413,40.497
754,7562966.414,7563005.986,39.572
755,7563005.986,7563045.990,40.004
756,7563045.990,7563086.059,40.069
757,7563086.060,7563126.108,40.048
758,7563126.139,7563166.053,39.914
759,7563166.054,7563206.130,40.076
760,7563206.130,7563246.095,39.965
761,7563246.095,7563286.107,40.012
762,7563286.107,7563326.212,40.105
763,7563326.212,7563365.995,39.782
764,7563365.995,7563406.038,40.044
765,7563406.039,7563446.027,39.988
766,7563446.028,7563486.086,40.058
767,7563486.087,7563526.036,39.949
768,7563526.036,7563565.994,39.958
769,7563565.995,7563606.883,40.888
770,7563606.883,7563646.118,39.234
771,7563646.118,7563685.994,39.876
